ID,Host,Bd,Treatment,LoN,mass,mass2,dmass,mortality,Date,mortality14,Date14,Zoospore,logZoospore,Dist,HostGenDist,IB,LB,EB
CA 61,CA ,QC,CAQC,novel,0.189,0.315,0.126,0,70,0,14,2.190236762,0.503822915,3217.35365,#N/A,#N/A,#N/A,#N/A
CA 68,CA ,QC,CAQC,novel,0.18,0.188,0.008,1,60,0,14,1.823817306,0.450836596,3217.35365,#N/A,#N/A,#N/A,#N/A
CA 75,CA ,QC,CAQC,novel,0.176,0.283,0.107,1,53,0,14,5.37187336,0.804267136,3217.35365,#N/A,#N/A,#N/A,#N/A
CA 82,CA ,QC,CAQC,novel,0.209,0.224,0.015,1,51,0,14,2.49108087,0.542959909,3217.35365,#N/A,#N/A,#N/A,#N/A
CA 89,CA ,QC,CAQC,novel,0.169,0.169,0,1,27,0,14,0.848070041,0.266718427,3217.35365,#N/A,#N/A,#N/A,#N/A
CA 96,CA ,QC,CAQC,novel,0.189,0.405,0.216,0,70,0,14,3.458936187,0.649231257,3217.35365,#N/A,#N/A,#N/A,#N/A
OH 14,OH,CA,OHCA,novel,0.611,0.959,0.348,0,70,0,14,0,0,3281.76856,13.9,3.695,3.695,3.695
OH 21,OH,CA,OHCA,novel,1.009,1.384,0.375,0,70,0,14,0,0,3281.76856,13.9,3.695,3.695,3.695
OH 28,OH,CA,OHCA,novel,0.558,0.84,0.282,0,70,0,14,0,0,3281.76856,13.9,3.695,3.695,3.695
OH 39,OH,CA,OHCA,novel,1.016,1.147,0.131,0,70,0,14,0,0,3281.76856,13.9,3.695,3.695,3.695
OH 4,OH,CA,OHCA,novel,0.191,0.912,0.721,0,70,0,14,0,0,3281.76856,13.9,3.695,3.695,3.695
OH 46,OH,CA,OHCA,novel,1.271,1.497,0.226,0,70,0,14,0,0,3281.76856,13.9,3.695,3.695,3.695
CA 104,CA ,OH,CAOH,novel,0.217,0.475,0.258,0,70,0,14,4.272590044,0.722024005,3302.75666,13.9,3.695,3.695,3.695
CA 111,CA ,OH,CAOH,novel,0.184,0.472,0.288,0,70,0,14,1.165367964,0.335531707,3302.75666,13.9,3.695,3.695,3.695
CA 118,CA ,OH,CAOH,novel,0.25,0.256,0.006,1,34,0,14,42.00932043,1.63356258,3302.75666,13.9,3.695,3.695,3.695
CA 125,CA ,OH,CAOH,novel,0.168,0.342,0.174,0,70,0,14,2.750455949,0.574084069,3302.75666,13.9,3.695,3.695,3.695
CA 13,CA ,OH,CAOH,novel,0.172,0.337,0.165,1,68,0,14,10.01442138,1.041961687,3302.75666,13.9,3.695,3.695,3.695
CA 20,CA ,OH,CAOH,novel,0.244,0.515,0.271,0,70,0,14,0,0,3302.75666,13.9,3.695,3.695,3.695
CA 27,CA ,OH,CAOH,novel,0.222,0.396,0.174,0,70,0,14,76.14872799,1.88732877,3302.75666,13.9,3.695,3.695,3.695
CA 34,CA ,OH,CAOH,novel,0.262,0.31,0.048,0,70,0,14,17.63879665,1.27041787,3302.75666,13.9,3.695,3.695,3.695
CA 41,CA ,OH,CAOH,novel,0.208,0.432,0.224,0,70,0,14,1.716582695,0.43402293,3302.75666,13.9,3.695,3.695,3.695
CA 48,CA ,OH,CAOH,novel,0.204,0.208,0.004,1,44,0,14,22.35442228,1.368369129,3302.75666,13.9,3.695,3.695,3.695
CA 55,CA ,OH,CAOH,novel,0.21,0.461,0.251,0,70,0,14,0.651703187,0.217932007,3302.75666,13.9,3.695,3.695,3.695
CA 6,CA ,OH,CAOH,novel,0.114,0.157,0.043,1,54,0,14,3.956831118,0.695204122,3302.75666,13.9,3.695,3.695,3.695
CA 62,CA ,OH,CAOH,novel,0.242,0.566,0.324,0,70,0,14,28.25342006,1.466176647,3302.75666,13.9,3.695,3.695,3.695
CA 69,CA ,OH,CAOH,novel,0.187,0.252,0.065,1,58,0,14,35.90031305,1.567030051,3302.75666,13.9,3.695,3.695,3.695
CA 76,CA ,OH,CAOH,novel,0.154,0.253,0.099,1,47,0,14,1.903052663,0.462854914,3302.75666,13.9,3.695,3.695,3.695
CA 83,CA ,OH,CAOH,novel,0.213,0.263,0.05,1,58,0,14,6.987051377,0.902386478,3302.75666,13.9,3.695,3.695,3.695
CA 90,CA ,OH,CAOH,novel,0.204,0.492,0.288,0,70,0,14,2.731470908,0.57188006,3302.75666,13.9,3.695,3.695,3.695
CA 97,CA ,OH,CAOH,novel,0.22,0.274,0.054,1,51,0,14,15.93898243,1.228887318,3302.75666,13.9,3.695,3.695,3.695
